GroupName	GroupID	GroupORFs
MAP kinase tyrosine phosphatase activity	GO:0033550	YIL113W YIL113W
monopolin complex	GO:0033551	YPL204W YPL204W YPL204W YDR439W YCR086W YER106W
rDNA heterochromatin	GO:0033553	YDR398W YGR128C YHR196W YGR063C YMR093W YPL126W YDR026C YML010W YDR110W YJL109C
cellular response to stress	GO:0033554	YPR158W YAR050W
Slx1-Slx4 complex	GO:0033557	YLR135W YBR228W
protein deacetylase activity	GO:0033558	YPR068C YPR068C YPR068C YPR068C YPR068C
ESCRT-0 complex	GO:0033565	YHL002W YNR006W
DNA replication, Okazaki fragment processing	GO:0033567	YHR164C YIR002C YNL218W
high affinity iron permease complex	GO:0033573	YMR058W YER145C YER145C YMR058W
Elongator holoenzyme complex	GO:0033588	YPL101W YPL101W YMR312W YGR200C YPL086C YHR187W YLR384C
RNA strand annealing activity	GO:0033592	YOR204W YPR163C YDR194C
mitotic checkpoint complex	GO:0033597	YOR026W YGL116W YJL030W YJL030W YGL116W YOR026W YGL116W YJL013C YJL030W YOR026W YJL013C YJL013C YJL013C
activating transcription factor binding	GO:0033613	YER022W
mitochondrial proton-transporting ATP synthase complex assembly	GO:0033615	YMR098C YJL180C YLR393W YIL098C YJL180C YIL098C YLR393W YNL315C YLR393W YER154W YLR295C YML081C-A YOL077W-A YNL315C YNR020C
mitochondrial respiratory chain complex IV assembly	GO:0033617	YLR218C YIL157C YNR018W YGR112W YLL018C-A YJR034W YLL018C-A YGR112W YML129C YKL137W YIL157C YDR231C YJL062W-A YDR079W YJR034W YPL189C-A YDR079W YER058W YPL189C-A YML030W YJL003W YLL009C YMR244C-A YLR218C YJL062W-A YLR038C YLL009C YIL157C YML129C
negative regulation of kinase activity	GO:0033673	YML051W
positive regulation of kinase activity	GO:0033674	YLR386W YNL054W YLR386W
ATP-dependent DNA/RNA helicase activity	GO:0033680	YIL009C-A YLR276C
nucleotide-excision repair, DNA incision	GO:0033683	YER171W YIL143C
Rpd3L complex	GO:0033698	YMR263W YKL185W YKL185W YPL181W YPL139C YNL330C YNL330C YMR263W YOL004W YER088C YDR207C YOL004W YIL084C YMR263W YNL330C YNL097C YPL139C YAL013W YPL139C YBR095C YMR263W YNL330C YPL181W YMR075W YPL181W YIL084C YIL084C YBL054W YOL004W YBR095C YPL181W YPL139C YKL185W YIL084C YNL097C YNL097C YDR207C YAL013W YPR023C YDR207C YDL076C YBR095C YBR095C YDL076C YAL013W YDL076C YOL004W YNL097C YAL013W
DNA 5'-adenosine monophosphate hydrolase activity	GO:0033699	YOR258W YOR258W
aldehyde dehydrogenase (NADP+) activity	GO:0033721	YER073W
peptide-methionine (R)-S-oxide reductase activity	GO:0033743	YCL033C YCL033C YCL033C YCL033C
L-methionine-(R)-S-oxide reductase activity	GO:0033745	YKL069W
indoleamine 2,3-dioxygenase activity	GO:0033754	YJR078W
lipoyl(octanoyl) transferase activity	GO:0033819	YLR239C
hydroxymethylfurfural reductase (NADH) activity	GO:0033833	YMR318C YDL168W
hydroxymethylfurfural reductase (NADPH) activity	GO:0033845	YMR318C
diphosphoinositol-pentakisphosphate kinase activity	GO:0033857	YLR410W
furaldehyde metabolic process	GO:0033859	YDL168W YMR318C
ribonuclease T2 activity	GO:0033897	YPL123C YPL123C
glucan 1,3-alpha-glucosidase activity	GO:0033919	YBR229C
cytoplasmic mRNA processing body assembly	GO:0033962	YER112W YCR077C YDL160C YBL105C YDL160C YEL015W YOL100W YEL015W YDR490C YCR077C YER112W YPR129W YER112W YEL015W
5-(carboxyamino)imidazole ribonucleotide mutase activity	GO:0034023	YOR128C
deoxyhypusine synthase activity	GO:0034038	YHR068W
sterol-transporting ATPase activity	GO:0034041	YOR011W
exomer complex	GO:0034044	YLR330W YOR299W YMR237W YJL099W YKR027W
pre-autophagosomal structure membrane	GO:0034045	YOL083W YOL082W YFR021W YGL180W YPL149W YDL149W YLR431C
negative regulation of protein phosphatase type 2A activity	GO:0034048	YGR098C YGR098C
stress granule assembly	GO:0034063	YNL016W YDL160C YGR162W YGL049C YHL007C YNL118C YGR178C YPR129W YHL007C YNL118C
Ric1p-Rgp1p complex	GO:0034066	YDR137W YLR039C
protein localization in Golgi apparatus	GO:0034067	YDR372C
butanediol biosynthetic process	GO:0034079	YAL060W
steryl deacetylase activity	GO:0034084	YGR263C YGR263C
establishment of mitotic sister chromatid cohesion	GO:0034087	YJR135C YFR027W YJL019W YDR180W YDL003W YLR381W YPR046W YBR107C YFR027W YDR318W YPL018W YMR048W YOR262W YGR002C YBR107C YGL071W YMR048W YDR254W
establishment of meiotic sister chromatid cohesion	GO:0034089	YDR254W YBR107C
maintenance of meiotic sister chromatid cohesion	GO:0034090	YDR254W YOR073W YBR107C
positive regulation of maintenance of meiotic sister chromatid cohesion	GO:0034096	YOR073W YOR073W
Cdc48p-Npl4p-Ufd1p AAA ATPase complex	GO:0034098	YDL126C YBR170C YDL126C YGR048W YGR048W YBR170C
luminal surveillance complex	GO:0034099	YDR057W YJL034W YLR207W
positive regulation of maintenance of mitotic sister chromatid cohesion	GO:0034184	YEL019C
cellular response to amino acid starvation	GO:0034198	YEL062W YHL023C
glycolipid-translocating activity	GO:0034202	YBL020W YBL020W YBL020W
glycolipid translocation	GO:0034203	YBL020W YBL020W
sterol acetylation	GO:0034209	YGR177C
sterol deacetylation	GO:0034210	YGR263C
carbohydrate transmembrane transport	GO:0034219	MALT MALT MALT YKL217W
fungal-type cell wall chitin biosynthetic process	GO:0034221	YOR299W YKR027W YEL004W YOR299W YHR142W YBL061C YKL104C YEL058W YMR237W YJL099W YER177W YBL061C YMR237W YDR099W YBR023C
regulation of transcription from RNA polymerase II promoter in response to zinc ion starvation	GO:0034225	YJL056C YJL056C
tRNA thio-modification	GO:0034227	YIL008W YCL017C YCL017C YHR111W
ethanolamine transmembrane transporter activity	GO:0034228	YGL077C
ethanolamine transport	GO:0034229	YGL077C
regulation of transcription elongation from RNA polymerase II promoter	GO:0034243	YPR133C
negative regulation of transcription elongation from RNA polymerase II promoter	GO:0034244	YIL131C YIL131C
mitochondrial DNA-directed RNA polymerase complex	GO:0034245	YMR228W YFL036W
mitochondrial RNA polymerase binding promoter specificity activity	GO:0034246	YMR228W YMR228W YMR228W
snoRNA splicing	GO:0034247	YLR323C YLR277C
nicotinamide riboside transporter activity	GO:0034257	YOR071C YOR071C YAL022C
nicotinamide riboside transport	GO:0034258	YOR071C YOR071C YAL022C
negative regulation of GTPase activity	GO:0034260	YMR258C
CVT complex	GO:0034270	YOL083W YOL082W
phosphatidylinositol 3-kinase complex I	GO:0034271	YBR097W YBR128C YLR240W YPL120W
phosphatidylinositol 3-kinase complex II	GO:0034272	YLR360W YBR097W YPL120W YLR240W
Atg1p signaling complex	GO:0034273	YLR423C YPR185W YGL180W
Atg12-Atg5-Atg16 complex	GO:0034274	YPL149W YMR159C YMR159C YBR217W
kynurenic acid biosynthetic process	GO:0034276	YJL060W YJL060W
Arp2/3 complex-mediated actin nucleation	GO:0034314	YDL029W YJR065C
negative regulation of Arp2/3 complex-mediated actin nucleation	GO:0034316	YLR429W YDR063W YLR429W
nicotinic acid riboside kinase activity	GO:0034317	YNL129W
alcohol O-butanoyltransferase activity	GO:0034319	YBR177C
alcohol O-octanoyltransferase activity	GO:0034321	YPL095C
RNA folding	GO:0034337	YDR194C
short-chain carboxylesterase activity	GO:0034338	YBR177C YPL095C
de novo NAD biosynthetic process from tryptophan	GO:0034354	YJR025C YBL098W YFR047C YJR078W YLR231C
NAD biosynthesis via nicotinamide riboside salvage pathway	GO:0034356	YDR400W YNL129W YLR209C
Pwp2p-containing subcomplex of 90S preribosome	GO:0034388	YLR409C YJL069C YJL069C YLR129W YCR057C YDR449C YLR129W YCR057C YLR222C YDR449C YLR222C YLR409C
lipid particle organization	GO:0034389	YMR165C YLR404W YML013W YMR165C YPR139C YDR207C YML013W YLR404W
protein localization at cell surface	GO:0034394	YML048W YML048W
negative regulation of transcription from RNA polymerase II promoter in response to iron	GO:0034396	YLL029W YGL220W YLL029W
telomere tethering at nuclear periphery	GO:0034398	YGL092W YDL116W YKR082W YKR095W YJL019W YAR002W YGL092W YGL092W YJL019W YIL149C YAR002W YKL057C
nuclear periphery	GO:0034399	YJR132W YJL019W YHR133C YLR450W YKL172W YDL089W YIL106W YML075C YOR160W YPL243W YMR219W YOR294W YJL041W YPR174C YMR307W
regulation of transcription by chromatin organization	GO:0034401	YBR279W YNL216W YML069W YNL021W YLR449W YOL145C YPR133C YGL207W YNL330C YPR133C YNL330C YKL160W YGR116W YGR116W YER164W YOR244W YER164W YDR216W YDR174W YKL160W YDR216W YGR116W YBR245C YLR399C YGR252W YDR216W YGR116W
recruitment of 3'-end processing factors to RNA polymerase II holoenzyme complex	GO:0034402	YGL244W YJL140W YLR418C
alignment of 3' and 5' splice sites of nuclear mRNA	GO:0034403	snR7-S snR7-L
tRNA 3'-trailer cleavage, endonucleolytic	GO:0034414	YKR079C
tRNA 3'-trailer cleavage, exonucleolytic	GO:0034415	YGR276C YGR276C YGR276C
Vps55/Vps68 complex	GO:0034424	YJR044C YJR044C YOL129W YOL129W
nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'	GO:0034427	YCR035C YPR189W YGR195W YNL232W YNL232W YOR076C YDR280W YHR069C YGR158C YPR189W YDL111C YGL213C YGR095C YNL232W YLR398C YLR398C YOR076C YOR076C YOL142W YNL232W
bis(5'-adenosyl)-hexaphosphatase activity	GO:0034431	YOR163W YOR163W
bis(5'-adenosyl)-pentaphosphatase activity	GO:0034432	YOR163W YOR163W
EGO complex	GO:0034448	YKR007W YGR163W YBR077C YML121W YKR007W YKL143W YBR077C YGR163W
ubiquitin-ubiquitin ligase activity	GO:0034450	YML111W YGL141W YML111W YMR275C YMR275C YDL190C YDL190C
microtubule anchoring	GO:0034453	YPL017C
t-UTP complex	GO:0034455	YDR324C YPL126W YHR196W YDR398W YJL109C YMR093W YGR128C
UTP-C complex	GO:0034456	YIL035C YOR039W YGL019W YCL031C YOR061W YGR090W
Mpp10 complex	GO:0034457	YJR002W YHR148W YNL075W
ATP-dependent 3'-5' RNA helicase activity	GO:0034459	YJL050W YJL050W YJL050W
small-subunit processome assembly	GO:0034462	YPR112C YNR054C
snRNA 3'-end processing	GO:0034472	YPL190C YNL251C
U1 snRNA 3'-end processing	GO:0034473	YDR280W YOR001W YGR195W YOR001W YMR239C YGR195W YDR280W
U4 snRNA 3'-end processing	GO:0034475	YLR059C YNL299W YOR001W YJL050W YMR239C YOR001W YOR001W YOR001W YGR158C YDR280W YNL299W YGR195W YJL050W YHR081W YOL115W YGR195W YGR195W YOL115W YDR280W YOR001W YLR059C YHR069C
U5 snRNA 3'-end processing	GO:0034476	YGR195W YJL050W YLR107W YDR280W YOR001W YMR239C YDR280W YOR001W YGR195W YLR059C YGR276C YHR081W
U6 snRNA 3'-end processing	GO:0034477	YLR132C YLR132C
phosphatidylglycerol catabolic process	GO:0034478	YPL206C
phosphatidylglycerol phospholipase C activity	GO:0034479	YPL206C YPL206C
vacuolar transmembrane transport	GO:0034486	YBR235W
basic amino acid export from vacuole	GO:0034488	YOL092W YDR352W YBR147W YDR352W YOL092W YBR147W
multivesicular body membrane disassembly	GO:0034496	YCR068W
protein localization to pre-autophagosomal structure	GO:0034497	YPR049C YDR108W YJL178C YPL100W YLR431C
early endosome to Golgi transport	GO:0034498	YER031C YJR125C YDL113C YFL038C YDR407C YJL036W YDL113C YJL204C YEL048C YJL036W YDR153C YGL210W YMR218C YJL036W YDL113C
late endosome to Golgi transport	GO:0034499	YOR357C
rDNA separation	GO:0034500	YOL034W YLR383W
protein localization to kinetochore	GO:0034501	YGR188C YIL144W YPL268W YGR218W YBR211C YER133W YGL093W YAL034W-A
protein localization to chromosome	GO:0034502	YMR106C YGR099W
protein localization to nucleolar rDNA repeats	GO:0034503	YKR010C YCR086W YNL330C YDR110W YKR010C YDR439W
protein localization to nucleus	GO:0034504	YPR158W YGR142W YGR142W YPR158W
U3 snoRNA binding	GO:0034511	YIL091C YPL217C
box H/ACA snoRNA binding	GO:0034513	YHR089C
proteasome storage granule	GO:0034515	YDR427W YER094C YDL097C YGR135W YLR421C YFR052W YOR261C YLR148W YER012W YDR363W-A YDL147W YOR157C YGL048C YJL001W YIL075C YFR004W YHR027C YOR362C YGR253C YOL038W YMR314W YBL041W YPR103W YFR050C YML092C YGL011C
ribophagy	GO:0034517	YER125W YER151C YNR051C YDL126C
mitochondrial respiratory chain complex III assembly	GO:0034551	YPL215W YPL215W YGR174C YBR120C YGR174C YLR077W YDR493W YDR529C YDR375C
mitochondrial respiratory chain complex II assembly	GO:0034553	YBR044C YDR379C-A YBR044C
cellular response to oxidative stress	GO:0034599	YBL055C YPL188W YIL008W YER042W YKL026C YGR209C YDL124W YLR011W YKL150W YER174C YER042W YGR023W YPL196W YGR023W YDL010W YNL080C YBL064C YCR065W YDR368W YDR353W YDR453C YCL026C-A YDR453C YER042W YGR097W YKL086W YCL033C YBR014C YML028W YDL010W YCL033C YML028W YIL008W YNL080C YGR023W YDL047W YPL091W YCR083W YER174C YKL143W YPL202C YML028W YBR006W YCL035C YLR248W YBR216C YDR513W YGR097W YKL069W YDR296W YBL022C YLR109W YDR346C YKL056C YER174C YHR183W YBR244W YNL036W YAL015C YJR096W YIL010W YML028W YDR098C YOR120W YOR297C YPL059W YHR104W YBR014C NA YNL259C YCL026C-A YPL239W YHR106W YLR043C YDL010W YNL099C YDL166C YEL052W YFL014W YFL039C YML086C YIR037W YGR029W YDR098C NA YMR250W NA YBR046C YKR066C YPL059W NA YDR098C YHR111W
cellular response to heat	GO:0034605	YNL123W YCL032W YDR258C YFL014W YDR258C YHL007C YDR258C YJL128C YLR113W YLR362W YER118C
cellular protein localization	GO:0034613	YML016C YCR008W YHR082C YCL010C YOR014W YJL165C YHR195W
cellular protein complex localization	GO:0034629	YCL010C YJR091C YOR229W
phosphatidylcholine catabolic process	GO:0034638	YML059C
mitochondrion migration along actin filament	GO:0034642	YIR003W
cellular response to UV	GO:0034644	YER028C YER125W
extrachromosomal circular DNA localization involved in cell aging	GO:0034652	YLR319C
GID complex	GO:0034657	YIL017C YDR255C YMR135C YDR255C YMR135C YIL097W YCL039W YBR105C YIL017C YGL227W YIL097W YBR105C YGL227W
isopropylmalate transmembrane transporter activity	GO:0034658	YKL120W
isopropylmalate transport	GO:0034659	YKL120W
tripeptidase activity	GO:0034701	YFR044C
chloride channel complex	GO:0034707	YJR040W
DNA replication-independent nucleosome organization	GO:0034724	YML069W YGL207W YML069W YPR052C
piecemeal microautophagy of nucleus	GO:0034727	YPR185W YEL013W YCR068W YGR223C YLL042C YLR423C YJL036W YBL078C YMR159C YDR022C YPL120W YBR128C YDL077C YPL149W YHR171W YDR080W YEL013W YGL180W YML001W YDL149W YDL126C YNL223W YGL212W YPL166W YOR106W YLR396C YPR049C YBL058W YNR007C YFR021W YNL242W YPL100W YBR217W YDR108W
nucleosome organization	GO:0034728	YGR116W YPL075W
histone H3-K79 methylation	GO:0034729	YKL018W YMR223W YNL030W YBR009C YDR440W YBR111W-A YDR440W
cholesterol O-acyltransferase activity	GO:0034736	YNR019W YCR048W
ergosterol O-acyltransferase activity	GO:0034737	YNR019W YNR019W YCR048W
lanosterol O-acyltransferase activity	GO:0034738	YCR048W YCR048W
histone deacetylase activity (H4-K16 specific)	GO:0034739	YNL021W YPR068C YNL330C YPL116W YGL194C
positive regulation of iron ion transport	GO:0034758	YGL071W
regulation of ion transmembrane transport	GO:0034765	YGR217W YJL093C
glutathione transmembrane transport	GO:0034775	YKR106W YCL073C
intronic box C/D snoRNA processing	GO:0034965	NA YBR257W YNL221C YAL033W YHR062C YBL018C YIR015W NA YNL282W YGR030C YBR167C
Set3 complex	GO:0034967	YDR155C YOL068C YBR103W YKR029C YIL112W YCR033W YGL194C
histone lysine methylation	GO:0034968	YHR119W YHR207C YHR207C YJL168C
histone arginine methylation	GO:0034969	YBR133C
protein folding in endoplasmic reticulum	GO:0034975	YLL026W YLL014W YGL231C YCL045C YKL207W YIL027C YJR088C YJL073W YOR154W YER140W YMR214W
peptidyl-lysine deacetylation	GO:0034983	YPR068C YPR068C YPR068C YPR068C YPR068C
iron chaperone activity	GO:0034986	YDL120W YDL120W
nuclear mitotic cohesin complex	GO:0034990	YJL074C YIL026C YDL003W YFL008W
phosphatidylinositol 3-kinase activity	GO:0035004	YDR173C
regulation of Rho protein signal transduction	GO:0035023	YMR232W YLR371W YCL014W YAL041W YKR090W YKR090W YLR425W YGR070W
negative regulation of Rho protein signal transduction	GO:0035024	YPL115C YPL115C YER155C YPL115C YER155C
methylated histone residue binding	GO:0035064	YPR031W YKL005C YER051W YCL010C YHR090C YOR064C YPL138C YER164W YPL181W YNL097C YKR029C YHR090C YOR064C YOR064C YOR064C YNL097C
positive regulation of histone acetylation	GO:0035066	YNL246W YJL115W YJL115W YNL246W YJL115W YJL115W YJL168C YHR119W YJL115W YJL115W YJL115W YJL115W YDR448W YNL246W
phosphatidylinositol binding	GO:0035091	YDL113C YGR223C YHR105W YPR097W YLR148W YPL115C YDL077C YOR357C YPR097W YMR231W YKR078W YOR069W YDR080W YNL047C YIL105C YKL091C YKR031C YER125W YJL036W YIL105C YBR200W YGL212W YDR425W YLR396C YMR004W YML104C YER120W YPL045W YDR425W YPL100W YFR021W YOR132W
FACT complex	GO:0035101	YML069W YGL207W YGL207W YML069W YML069W
histone serine kinase activity	GO:0035174	YHL007C
protein-arginine omega-N monomethyltransferase activity	GO:0035241	YOR021C YBR034C YBR133C YBR133C YBR034C
protein-arginine omega-N asymmetric methyltransferase activity	GO:0035242	YBR034C YBR034C
protein-arginine omega-N symmetric methyltransferase activity	GO:0035243	YBR133C
peptidyl-arginine N-methylation	GO:0035246	YDR465C
NuA4 histone acetyltransferase complex	GO:0035267	YDR359C YGR002C YPR023C YOR244W YJL081C YJR082C YGR002C YNL136W YFL024C YFL024C YHR099W YFL039C YEL018W YNL107W YOR244W YDR359C YHR090C
protein O-linked mannosylation	GO:0035269	YAL023C YOR085W YDL095W YAL023C YAL023C YAL023C YDL095W YDL093W YDL095W YDL095W YGR199W YJR143C YDL095W YOR321W YAL023C YDL095W YJR143C YMR200W YAL023C YDL095W
inositol pentakisphosphate 2-kinase activity	GO:0035299	YDR315C YDR315C YDR315C YDR315C
positive regulation of protein dephosphorylation	GO:0035307	YJR017C YJR017C
negative regulation of protein dephosphorylation	GO:0035308	YFR003C YFR003C
transcriptionally active chromatin	GO:0035327	YJR084W YGL252C YBR279W YGL244W YPR045C YLR418C YOL145C YGR116W
peptidyl-tyrosine dephosphorylation	GO:0035335	YPR073C YPR073C YDL230W YFR028C YIR026C YBR276C YNL099C YIL113W YNL032W YER134C YMR036C YNL053W YBR276C YDL230W YDR067C YNL053W YER075C YIL113W YNL128W YNL032W YMR036C YJR110W YOR208W YER075C YFR028C YOR208W
long-chain fatty-acyl-CoA metabolic process	GO:0035336	YOR317W YMR246W YOR317W YMR246W
SPOTS complex	GO:0035339	YDR062W YGR038W YKL212W YMR296C YLR350W YBR058C-A
NAD transmembrane transport	GO:0035352	YIL006W YIL006W YIL006W YEL006W YEL006W YEL006W
cellular triglyceride homeostasis	GO:0035356	YPR139C
Cul8-RING ubiquitin ligase complex	GO:0035361	YPR164W YJL047C YLR320W YHR154W
microtubule plus end	GO:0035371	YER016W YCL029C
sterol import	GO:0035376	YLR242C YOR011W YHL007C YLR242C YOL113W YNL298W YOR011W
establishment of chromatin silencing at telomere	GO:0035390	YNL216W
maintenance of chromatin silencing at telomere	GO:0035392	YDL116W YGL092W YLR335W YKL057C YKR082W
copper ion transmembrane transport	GO:0035434	YHR175W YLR411W YPR124W
phosphate ion transmembrane transport	GO:0035435	YBR296C YJR077C
borate transmembrane transport	GO:0035445	YMR279C
SNARE complex assembly	GO:0035493	YDL058W
SNARE complex disassembly	GO:0035494	YBL050W YFL038C YBR080C
NADH pyrophosphatase activity	GO:0035529	YCR026C YEL016C
regulation of SNARE complex assembly	GO:0035542	YLR148W YLR396C YDR080W YMR231W YPL045W YDL077C
positive regulation of SNARE complex assembly	GO:0035543	YDR189W YGL095C
negative regulation of SNARE complex assembly	GO:0035544	YIL068C YIL068C YIL068C YIL068C YIL068C
protein initiator methionine removal involved in protein maturation	GO:0035551	YBL091C YLR244C
intracellular signal transduction	GO:0035556	YLR006C YAL041W YHR206W YJR138W YPL268W YLR452C YBL105C YLR094C YBR210W YIL147C YGR070W YLR371W YGL054C YJL005W YML006C YFL033C YFL047W
protein deacylation	GO:0035601	YLR118C YLR118C
ER to Golgi ceramide transport	GO:0035621	YLR242C
Nrd1 complex	GO:0035649	YPL190C YLR430W YNL251C
eRF1 methyltransferase complex	GO:0035657	YNR046W YDR140W
Mon1-Ccz1 complex	GO:0035658	YGL124C YBR131W
sodium ion transmembrane transport	GO:0035725	YDR456W YDR456W
maintenance of DNA trinucleotide repeats	GO:0035753	YHR191C YCL016C YGL252C YMR078C
protein complex oligomerization	GO:0035786	YPL078C
gene conversion	GO:0035822	YNL262W
Seh1-associated complex	GO:0035859	YEL062W YDR128W YGL100W YHL023C YLR208W YOL138C YJR138W YBL104C
